OrthoSymbol	americanLobster	amphioxus	drosophila	flameJellyfish	octopus	scallop	vaseTunicate	waspSpider
OG0004738	LOC121857249	LOC136443746	Noc2	LOC135688168	LOC106881651	LOC110464550	LOC100186643	LOC129962758
OG0004739	LOC121857293	LOC136432766	Isha	LOC135685279	LOC106873142	LOC110467321	LOC100176840	LOC129983831
OG0004742	LOC121857340	LOC136425690	CG5805	LOC135683517	LOC106880916	LOC110441760	LOC100184148	LOC129957102
OG0004743	LOC121857356	LOC136439393	Dhod	LOC135690996	LOC106880023	LOC110441362	LOC100175871	LOC129985176
OG0004744	LOC121857373	LOC136439775	CG13096	LOC135691708	LOC106870175	LOC110449882	LOC100187123	LOC129984174
OG0004745	LOC121857428	LOC136430979	tws	LOC135696056	LOC106874159	LOC110462138	LOC100184014	LOC129971465
OG0004746	LOC121857438	LOC136429667	Orp8	LOC135695643	LOC106881835	LOC110452677	LOC100175952	LOC129971471
OG0004747	LOC121857448	LOC136444090	AP-2mu	LOC135688295	LOC106875948	LOC110464536	LOC100182553	LOC129964011
OG0004748	LOC121857480	LOC136430798	Sec15	LOC135696204	LOC106883631	LOC110464952	LOC100180433	LOC129989501
OG0004749	LOC121857482	LOC136432403	Ets97D	LOC135684890	LOC106881061	LOC110455186	gabpalpha	LOC129981057
OG0004750	LOC121857485	LOC136436309	CG15012	LOC135681771	LOC106871207	LOC110456888	LOC100183691	LOC129957661
OG0004751	LOC121857489	LOC136433364	TBC1D23	LOC135684488	LOC106869205	LOC110442001	LOC100184699	LOC129983727
OG0004752	LOC121857499	LOC136439423	Sf3b3	LOC135691096	LOC106867716	LOC110453600	LOC100178056	LOC129969392
OG0004753	LOC121857509	LOC136431093	SecS	LOC135696408	LOC106882424	LOC110462366	LOC100178161	LOC129965934
OG0004754	LOC121857514	LOC136438806	Uba2	LOC135690851	LOC106873868	LOC110442489	LOC100183324	LOC129984201
OG0004755	LOC121857516	LOC136433031	flfl	LOC135684790	LOC106869438	LOC110467080	LOC100186977	LOC129957697
OG0004756	LOC121857519	LOC136436431	Coq2	LOC135690789	LOC106868154	LOC110461714	LOC100178794	LOC129975707
OG0004757	LOC121857525	LOC136425988	Sqor	LOC135690345	LOC106871235	LOC110448710	LOC100175914	LOC129965841
OG0004758	LOC121857528	LOC136432144	PpD3	LOC135681313	LOC106874012	LOC110457526	LOC100186268	LOC129966928
OG0004760	LOC121857546	LOC136427318	Atg17	LOC135694958	LOC106874584	LOC110448814	LOC100187500	LOC129962789
OG0004761	LOC121857549	LOC136439939	ND-ASHI	LOC135681663	LOC106879523	LOC110467287	LOC100184020	LOC129968142
OG0004762	LOC121857553	LOC136438907	CG7739	LOC135690759	LOC106874308	LOC110462497	LOC100175577	LOC129989252
OG0004763	LOC121857564	LOC136434856	Tango14	LOC135685697	LOC106872942	LOC110456884	LOC100176533	LOC129976037
OG0004765	LOC121857631	LOC136434956	CG5131	LOC135686452	LOC106869202	LOC110449409	LOC100183383	LOC129968953
OG0004766	LOC121857633	LOC136422571	Uxs	LOC135684839	LOC106870180	LOC110464590	LOC100178328	LOC129976263
OG0004767	LOC121857636	LOC136446094	Chc	LOC135683600	LOC106873753	LOC110451010	LOC100178259	LOC129965531
OG0004768	LOC121857638	LOC136435411	Sps1	LOC135692724	LOC106874205	LOC110452650	sephs2	LOC129984610
OG0004769	LOC121857642	LOC136435423	twf	LOC135692455	LOC106872959	LOC110462226	LOC100178166	LOC129960804
OG0004770	LOC121857679	LOC136448210	ash2	LOC135696708	LOC106883251	LOC110450571	ash2-like	LOC129971610
OG0004772	LOC121857683	LOC136442336	fwe	LOC135693509	LOC106875617	LOC110464973	LOC100184706	LOC129958758
OG0004773	LOC121857690	LOC136446015	Vha14-1	LOC135682714	LOC106883228	LOC110446620	LOC100186035	LOC129972976
OG0004774	LOC121857694	LOC136445359	CG15084	LOC135694534	LOC106874291	LOC110465496	LOC100175929	LOC129963383
OG0004775	LOC121857699	LOC136425314	Smu1	LOC135690300	LOC106868600	LOC110447356	LOC100180093	LOC129975661
OG0004776	LOC121857703	LOC136438864	DEF8	LOC135690499	LOC106883200	LOC110450229	LOC100177633	LOC129957816
OG0004778	LOC121857744	LOC136439269	CG32486	LOC135691216	LOC106879531	LOC110443762	zf_traf/ring_-4	LOC129988426
OG0004779	LOC121857749	LOC136437976	Blos4	LOC135690833	LOC106874206	LOC110446309	LOC100184422	LOC129969104
OG0004780	LOC121857771	LOC136430055	msps	LOC135695410	LOC106875789	LOC110460436	LOC100175010	LOC129957300
OG0004781	LOC121857777	LOC136422721	CG17698	LOC135683735	LOC106867747	LOC110460915	LOC100177796	LOC129984054
OG0004782	LOC121857789	LOC136438551	CkIIalpha	LOC135690755	LOC106878394	LOC110453596	ck2a	LOC129985158
OG0004783	LOC121857790	LOC136432886	Psf1	LOC135693847	LOC106877156	LOC110461487	LOC100182896	LOC129972365
OG0004784	LOC121857812	LOC136430887	Vha55	LOC135696463	LOC106870500	LOC110451701	LOC100186335	LOC129955014
OG0004786	LOC121857814	LOC136428010	TfAP-2	LOC135696548	LOC106881857	LOC110455885	ap-2-like2	LOC129981807
OG0004787	LOC121857818	LOC136435790	Ocrl	LOC135685225	LOC106875100	LOC110452975	LOC100177344	LOC129968505
OG0004790	LOC121857858	LOC136422070	Cnot4	LOC135680755	LOC106880921	LOC110459336	LOC100175100	LOC129983892
OG0004791	LOC121857887	LOC136444684	Pyroxd1	LOC135690961	LOC106869433	LOC110452356	LOC100180517	LOC129968444
OG0004792	LOC121857888	LOC136449219	Fdh	LOC135689995	LOC106880206	LOC110465605	adh3	LOC129976493
OG0004793	LOC121857894	LOC136432469	Vang	LOC135684489	LOC106883430	LOC110464822	LOC100187060	LOC129961901
OG0004794	LOC121857896	LOC136447841	Ppat-Dpck	LOC135689980	LOC106882755	LOC110458809	LOC100184845	LOC129965519
OG0004795	LOC121857963	LOC136424157	Ars2	LOC135689883	LOC106884507	LOC110447288	LOC100183370	LOC129965488
OG0004797	LOC121858011	LOC136439612	Ucp4A	LOC135689728	LOC106871828	LOC110451866	LOC113474123	LOC129955828
OG0004798	LOC121858077	LOC136448483	Adk2	LOC135682363	LOC106879416	LOC110467018	LOC100175447	LOC129956865
OG0004799	LOC121858082	LOC136448096	Sec24AB	LOC135686803	LOC106884425	LOC110459512	LOC100181473	LOC129959356
OG0004800	LOC121858093	LOC136439896	Vps20	LOC135691669	LOC106882804	LOC110455678	LOC100180662	LOC129955046
OG0004802	LOC121858204	LOC136444830	CG4866	LOC135694730	LOC106873409	LOC110449852	LOC100177492	LOC129981321
OG0004804	LOC121858226	LOC136444566	Hmgs	LOC135695135	LOC106870583	LOC110452514	LOC100175295	LOC129956880
OG0004805	LOC121858236	LOC136446898	Rad9	LOC135683014	LOC106874613	LOC110445848	LOC100175771	LOC129965943
OG0004806	LOC121858239	LOC136447988	PAN2	LOC135696087	LOC106883912	LOC110465014	LOC100177104	LOC129966034
OG0004807	LOC121858251	LOC136447616	Alh	LOC135682650	LOC106877920	LOC110449730	af10-like	LOC129975056
OG0004808	LOC121858255	LOC136430515	BOD1	LOC135696331	LOC106870384	LOC110460502	LOC100183117	LOC129963654
OG0004809	LOC121858271	LOC136434940	CG7430	LOC135686661	LOC106870829	LOC110461708	LOC100180742	LOC129988086
OG0004811	LOC121858285	LOC136423411	CG9346	LOC135684532	LOC106873080	LOC110463761	LOC100177335	LOC129965487
OG0004812	LOC121858293	LOC136432909	alphaSnap	LOC135693685	LOC106880014	LOC110459186	LOC100185745	LOC129958796
OG0004813	LOC121858307	LOC136435035	BORCS6	LOC135695605	LOC106868315	LOC110461739	LOC100187102	LOC129981747
OG0004814	LOC121858309	LOC136422724	kto	LOC135684408	LOC106884372	LOC110463223	LOC100179370	LOC129968552
OG0004815	LOC121858320	LOC136446944	Vps29	LOC135684024	LOC106874621	LOC110445850	LOC100176748	LOC129961987
OG0004816	LOC121858323	LOC136427802	CG3652	LOC135686138	LOC106880751	LOC110440338	LOC100177274	LOC129976503
OG0004817	LOC121858330	LOC136432906	Golgin84	LOC135692933	LOC106879675	LOC110459170	LOC100184562	LOC129983633
OG0004818	LOC121858365	LOC136443150	mRpS22	LOC135688260	LOC106878918	LOC110460246	LOC100175906	LOC129964210
OG0004819	LOC121858366	LOC136425165	LSm7	LOC135690346	LOC106881825	LOC110445404	LOC100180305	LOC129969696
OG0004822	LOC121858496	LOC136422076	CG46385	LOC135685347	LOC106879855	LOC110453493	LOC100185204	LOC129983825
OG0004823	LOC121858502	LOC136440919	Tbcd	LOC135681693	LOC106880524	LOC110456764	LOC104266005	LOC129958438
OG0004824	LOC121858512	LOC136443487	Liprin-gamma	LOC135688414	LOC106877021	LOC110456815	LOC100181316	LOC129984558
OG0004826	LOC121858589	LOC136438877	Coq5	LOC135683281	LOC106876763	LOC110464631	LOC100179275	LOC129983859
OG0004828	LOC121858598	LOC136428949	Reps	LOC135685796	LOC106879514	LOC110442230	LOC100182024	LOC129980898
OG0004829	LOC121858603	LOC136433793	CG9967	LOC135688310	LOC106868996	LOC110465792	LOC100184374	LOC129959921
OG0004830	LOC121858619	LOC136420853	CG9107	LOC135690262	LOC106883586	LOC110466945	LOC100183677	LOC129975929
OG0004831	LOC121858629	LOC136436347	CG10068	LOC135683605	LOC106871055	LOC110440352	LOC100186932	LOC129963111
OG0004832	LOC121858630	LOC136436340	Tmem131	LOC135686397	LOC106878053	LOC110440321	LOC100184838	LOC129958263
OG0004833	LOC121858638	LOC136443285	PolZ2	LOC135692327	LOC106871858	LOC110455282	LOC104266327	LOC129958930
OG0004834	LOC121858687	LOC136434996	CG11920	LOC135691169	LOC106879286	LOC110461734	LOC100185465	LOC129988388
OG0004835	LOC121858688	LOC136444362	Nasp	LOC135694610	LOC106869013	LOC110445964	LOC100180522	LOC129971641
OG0004836	LOC121858692	LOC136440464	Hel89B	LOC135691847	LOC106870984	LOC110465606	LOC100180833	LOC129960990
OG0004837	LOC121858700	LOC136421650	Dera	LOC135691175	LOC106874653	LOC110451563	LOC100176285	LOC129960741
OG0004839	LOC121858709	LOC136449107	BicC	LOC135680970	LOC106878747	LOC110458080	LOC100175731	LOC129966990
OG0004842	LOC121858731	LOC136434781	Ipo9	LOC135686536	LOC106877043	LOC110442130	LOC100179444	LOC129968609
OG0004843	LOC121858733	LOC136433143	eEF1gamma	LOC135687767	LOC106878862	LOC110459428	LOC100187007	LOC129988342
OG0004845	LOC121858774	LOC136433540	Sos	LOC135686097	LOC106875192	LOC110447714	LOC100179302	LOC129957022
OG0004846	LOC121858799	LOC136444190	Rtca	LOC135695044	LOC106880391	LOC110441339	LOC100181920	LOC129955250
OG0004847	LOC121858838	LOC136439663	nonC	LOC135692111	LOC106882826	LOC110467006	LOC101242023	LOC129966951
OG0004848	LOC121858842	LOC136442527	Dph1	LOC135683720	LOC106869814	LOC110461373	LOC100175202	LOC129966562
OG0004850	LOC121858885	LOC136438625	Rs1	LOC135690847	LOC106868386	LOC110443242	LOC100183701	LOC129985256
OG0004851	LOC121858887	LOC136441518	CG8671	LOC135687240	LOC106871078	LOC110452960	LOC100186197	LOC129965582
OG0004852	LOC121858890	LOC136436880	Las	LOC135685939	LOC106877879	LOC110452445	LOC100183489	LOC129962381
OG0004853	LOC121858935	LOC136442664	mRpL19	LOC135685451	LOC106870226	LOC110467210	LOC100182580	LOC129984077
OG0004854	LOC121858939	LOC136421641	Cdc37	LOC135688817	LOC106870674	LOC110456435	LOC100185452	LOC129962031
OG0004856	LOC121859066	LOC136428553	RpL24-like	LOC135687630	LOC106875663	LOC110458322	LOC100180744	LOC129966347
OG0004857	LOC121859071	LOC136434831	CG6415	LOC135692824	LOC106871168	LOC110461700	LOC100182526	LOC129960994
OG0004858	LOC121859072	LOC136421470	Gp210	LOC135681074	LOC106869274	LOC110450257	LOC100186556	LOC129970820
OG0004859	LOC121859074	LOC136446738	HDAC4	LOC135682717	LOC106877934	LOC110450026	LOC100181525	LOC129968525
OG0004860	LOC121859090	LOC136438187	BBS4	LOC135691172	LOC106883124	LOC110443563	LOC100177448	LOC129968866
OG0004861	LOC121859097	LOC136441289	CG12128	LOC135687556	LOC106884240	LOC110453861	LOC100187134	LOC129973093
OG0004862	LOC121859101	LOC136424963	Prp3	LOC135690604	LOC106871454	LOC110465774	LOC100183743	LOC129981234
OG0004863	LOC121859102	LOC136424746	SF1	LOC135689560	LOC106882219	LOC110456752	zf_cchc_-13	LOC129972495
OG0004864	LOC121859120	LOC136423260	Flacc	LOC135684127	LOC106878098	LOC110462435	LOC100186678	LOC129971184
OG0004865	LOC121859127	LOC136436605	Lerp	LOC135685064	LOC106881233	LOC110447696	LOC100186527	LOC129976551
OG0004866	LOC121859129	LOC136449306	Elp6	LOC135690131	LOC106879075	LOC110450624	LOC100177798	LOC129966705
OG0004868	LOC121859133	LOC136436805	eIF5B	LOC135686528	LOC106871994	LOC110459204	LOC100185599	LOC129956686
OG0004869	LOC121859134	LOC136433726	Sras	LOC135686346	LOC106884353	LOC110462813	LOC100184780	LOC129965835
OG0004870	LOC121859143	LOC136439516	Nle	LOC135683290	LOC106875218	LOC110446048	LOC100176561	LOC129984729
OG0004871	LOC121859144	LOC136430227	l_1_G0020	LOC135695018	LOC106873658	LOC110459943	LOC100179811	LOC129976540
OG0004872	LOC121859146	LOC136438647	CG5033	LOC135692461	LOC106874947	LOC110446284	LOC100177341	LOC129972820
OG0004873	LOC121859147	LOC136446934	CG17219	LOC135695074	LOC106882668	LOC110461973	LOC108951015	LOC129976399
OG0004874	LOC121859242	LOC136448870	Rack1	LOC135696406	LOC106882015	LOC110457664	LOC100179473	LOC129961744
OG0004875	LOC121859244	LOC136435044	Rbsn-5	LOC135692823	LOC106883945	LOC110461228	LOC100185016	LOC129963298
OG0004876	LOC121859248	LOC136437416	APC10	LOC135691709	LOC106868833	LOC110440446	LOC100176838	LOC129980300
OG0004877	LOC121859258	LOC136430952	Mitofilin	LOC135696203	LOC106871626	LOC110452056	LOC100179906	LOC129958615
OG0004878	LOC121859259	LOC136446788	Crk	LOC135680898	LOC106869162	LOC110450258	LOC100181416	LOC129976667
OG0004879	LOC121859267	LOC136427572	cactin	LOC135687141	LOC106870232	LOC110456082	LOC100186806	LOC129988137
OG0004880	LOC121859269	LOC136431117	CG12863	LOC135696409	LOC106867409	LOC110465576	LOC100180838	LOC129981109
OG0004881	LOC121859275	LOC136437547	Aasdh	LOC135686288	LOC106870454	LOC110440441	LOC100177559	LOC129983581
OG0004882	LOC121859288	LOC136432518	Gnpat	LOC135688857	LOC106872642	LOC110455534	LOC100180471	LOC129989086
OG0004883	LOC121859297	LOC136428474	mRpS29	LOC135687142	LOC106884486	LOC110465589	LOC100185161	LOC129989585
OG0004884	LOC121859316	LOC136432907	CG1578	LOC135681209	LOC106869672	LOC110459198	LOC100180152	LOC129985132
OG0004885	LOC121859421	LOC136430809	l_3_07882	LOC135695805	LOC106874743	LOC110464524	LOC100180269	LOC129979104
OG0004886	LOC121859428	LOC136439984	CG11454	LOC135684642	LOC106873197	LOC110453470	LOC104266689	LOC129987937
OG0004887	LOC121859443	LOC136441557	omd	LOC135694086	LOC106883871	LOC110457866	LOC100178924	LOC129964116
OG0004888	LOC121859458	LOC136424138	Asap	LOC135689804	LOC106882879	LOC110458003	ci-arfgap-11	LOC129983822
OG0004889	LOC121859463	LOC136443233	CG5961	LOC135689818	LOC106875523	LOC110452161	LOC100182869	LOC129965564
OG0004890	LOC121859472	LOC136423141	SCCRO	LOC135684496	LOC106875760	LOC110444814	LOC100180811	LOC129958175
OG0004891	LOC121859473	LOC136423022	Mcm7	LOC135683940	LOC106875761	LOC110444795	LOC100179437	LOC129957486
OG0004892	LOC121859475	LOC136436767	Sap30	LOC135686263	LOC106878088	LOC110449528	LOC100177280	LOC129961663
OG0004893	LOC121859476	LOC136420810	eIF3c	LOC135683082	LOC106875141	LOC110461366	LOC100184846	LOC129969201
OG0004894	LOC121859481	LOC136437905	Usp10	LOC135691413	LOC106883420	LOC110466769	LOC100176909	LOC129988968
OG0004895	LOC121859487	LOC136429979	Cap-H2	LOC135695487	LOC106881080	LOC110459330	LOC100181031	LOC129989189
OG0004896	LOC121859489	LOC136428913	Caf1-55	LOC135685825	LOC106879513	LOC110464712	LOC104265886	LOC129981069
OG0004897	LOC121859497	LOC136437936	RFeSP	LOC135690575	LOC106880109	LOC110454455	LOC100177491	LOC129988312
OG0004898	LOC121859501	LOC136444389	Ythdc1	LOC135694970	LOC106867842	LOC110461540	LOC100184234	LOC129980541
OG0004899	LOC121859503	LOC136441722	PIG-K	LOC135693771	LOC106872593	LOC110451141	LOC100179577	LOC129981798
OG0004901	LOC121859519	LOC136423584	Fis1	LOC135688973	LOC106875394	LOC110465235	LOC100185013	LOC129969429
OG0004903	LOC121859522	LOC136434887	Nup43	LOC135685761	LOC106868990	LOC110456433	LOC100179163	LOC129963601
OG0004904	LOC121859529	LOC136422343	c12.1	LOC135684212	LOC106877386	LOC110465283	zf_c2h2_-86	LOC129981656
OG0004905	LOC121859531	LOC136436738	RecQ5	LOC135686490	LOC106878615	LOC110449536	LOC100175500	LOC129969587
OG0004906	LOC121859536	LOC136434686	Manf	LOC135692572	LOC106881004	LOC110466273	LOC100178512	LOC129960712
OG0004907	LOC121859537	LOC136446537	Gos28	LOC135683335	LOC106869065	LOC110464031	LOC100182843	LOC129965621
OG0004908	LOC121859540	LOC136433584	Tango1	LOC135692784	LOC106880786	LOC110446443	LOC100180095	LOC129963661
OG0004909	LOC121859546	LOC136436386	Spt20	LOC135686841	LOC106872355	LOC110458663	LOC100186704	LOC129958328
OG0004910	LOC121859551	LOC136431219	Ubc6	LOC135686799	LOC106874636	LOC110454047	LOC100175224	LOC129980864
OG0004911	LOC121859598	LOC136439925	STUB1	LOC135691660	LOC106879589	LOC110467343	LOC100183417	LOC129968762
OG0004912	LOC121859615	LOC136424504	trbl	LOC135690138	LOC106884514	LOC110458000	LOC100181586	LOC129971197
OG0004914	LOC121859644	LOC136444875	ATPsyndelta	LOC135694596	LOC106881874	LOC110443582	LOC101243330	LOC129958905
OG0004915	LOC121859650	LOC136431176	Hsc70-5	LOC135696536	LOC106873137	LOC110442103	LOC100175645	LOC129985315
OG0004916	LOC121859667	LOC136428709	Rab23	LOC135688941	LOC106869411	LOC110457127	LOC100182595	LOC129972717
OG0004917	LOC121859684	LOC136445394	CG11563	LOC135681834	LOC106876849	LOC110449227	LOC100185291	LOC129969141
OG0004918	LOC121859718	LOC136443066	su_w[a]	LOC135683983	LOC106874213	LOC110464083	LOC100181063	LOC129984950
OG0004919	LOC121859723	LOC136430029	ric8a	LOC135691330	LOC106882476	LOC110464849	LOC100180936	LOC129980984
OG0004920	LOC121859724	LOC136423680	TppII	LOC135684416	LOC106874742	LOC110462454	LOC100177474	LOC129958961
OG0004921	LOC121859725	LOC136435097	MAPk-Ak2	LOC135686725	LOC106882434	LOC110443430	LOC100178703	LOC129963739
OG0004922	LOC121859739	LOC136445283	ptc	LOC135695076	LOC106878151	LOC110466639	LOC778726	LOC129958368
OG0004923	LOC121859740	LOC136443787	S6k	LOC135683084	LOC106872574	LOC110457708	LOC100178579	LOC129976707
OG0004924	LOC121859751	LOC136432624	Rtf1	LOC135686405	LOC106872109	LOC110466048	LOC100175277	LOC129962621
OG0004926	LOC121859837	LOC136420669	fab1	LOC135681589	LOC106882632	LOC110449617	LOC108949957	LOC129956499
OG0004927	LOC121859842	LOC136432424	Rbbp5	LOC135684611	LOC106872501	LOC110464287	LOC100186009	LOC129966086
OG0004928	LOC121859844	LOC136443209	Exo84	LOC135688550	LOC106872839	LOC110462726	LOC100179362	LOC129976415
OG0004929	LOC121859845	LOC136430422	Vps36	LOC135686922	LOC106876214	LOC110454815	LOC100177294	LOC129961774
OG0004930	LOC121859847	LOC136442849	Tcs1	LOC135685455	LOC106874080	LOC110452308	LOC100179694	LOC129984420
OG0004931	LOC121859849	LOC136428447	Polr3K	LOC135689812	LOC106871871	LOC110457362	polr3k	LOC129979425
OG0004932	LOC121859915	LOC136440191	ENGase	LOC135691973	LOC106879857	LOC110443190	LOC100187187	LOC129975760
OG0004934	LOC121859931	LOC136443937	CG1907	LOC135688043	LOC106876103	LOC110462922	LOC100175272	LOC129963695
OG0004935	LOC121859933	LOC136442586	Ogg1	LOC135681124	LOC106869879	LOC110441639	LOC100183214	LOC129963271
OG0004936	LOC121859934	LOC136432531	Trax	LOC135690175	LOC106870009	LOC110447028	LOC100179726	LOC129957158
OG0004937	LOC121859966	LOC136434358	Cadps	LOC135692713	LOC106881656	LOC110449431	LOC100182731	LOC129989166
OG0004938	LOC121859972	LOC136445502	mRpL40	LOC135683977	LOC106867869	LOC110462901	LOC100177514	LOC129962651
OG0004940	LOC121859983	LOC136438861	ppl	LOC135690579	LOC106871511	LOC110467498	LOC100184495	LOC129964283
OG0004941	LOC121859988	LOC136444186	Nup154	LOC135694448	LOC106874976	LOC110443668	LOC100181889	LOC129972581
OG0004942	LOC121859991	LOC136435426	Drp1	LOC135692925	LOC106867941	LOC110461247	LOC100180573	LOC129969231
OG0004943	LOC121859993	LOC136443085	Tango5	LOC135683859	LOC106884322	LOC110457838	LOC100180764	LOC129965583
OG0004944	LOC121860000	LOC136432246	CG8031	LOC135693475	LOC106873293	LOC110450464	LOC100186910	LOC129971590
OG0004945	LOC121860005	LOC136427767	Pmvk	LOC135688327	LOC106882065	LOC110445691	LOC104266854	LOC129975894
OG0004946	LOC121860010	LOC136421250	Fs_2_Ket	LOC135681496	LOC106867805	LOC110461609	LOC100184801	LOC129957631
OG0004947	LOC121860016	LOC136425696	Med	LOC135690444	LOC106876392	LOC110466964	smad4	LOC129957083
OG0004950	LOC121860090	LOC136436276	swm	LOC135685988	LOC106874189	LOC110458301	zf_c3h_-9	LOC129971602
OG0004951	LOC121860092	LOC136433079	Naa20A	LOC135681720	LOC106882825	LOC110450471	LOC100179502	LOC129984258
OG0004952	LOC121860096	LOC136440454	CG9300	LOC135691981	LOC106868631	LOC110467005	LOC100187270	LOC129965532
OG0004953	LOC121860122	LOC136426022	CG11596	LOC135695880	LOC106876185	LOC110446365	LOC100177315	LOC129969157
OG0004954	LOC121860128	LOC136421322	ND-75	LOC135682211	LOC106869655	LOC110465929	LOC100185471	LOC129966754
OG0004955	LOC121860133	LOC136442548	CG3226	LOC135693620	LOC106873458	LOC110442467	LOC100183666	LOC129981544
OG0004956	LOC121860137	LOC136433033	CG2260	LOC135693289	LOC106879985	LOC110467480	LOC100185056	LOC129984359
OG0004957	LOC121860139	LOC136439774	mRpS16	LOC135684689	LOC106869440	LOC110461600	LOC100178125	LOC129957045
OG0004958	LOC121860141	LOC136448484	RabGGTb	LOC135694208	LOC106872089	LOC110447576	LOC100177402	LOC129975686
OG0004959	LOC121860144	LOC136433446	CG5290	LOC135691341	LOC106881373	LOC110441523	LOC100175047	LOC129966846
OG0004960	LOC121860163	LOC136430674	FANCI	LOC135695861	LOC106870749	LOC110466301	LOC100187436	LOC129965751
OG0004961	LOC121860173	LOC136427286	Ufl1	LOC135685606	LOC106881474	LOC110447731	LOC100178658	LOC129984417
OG0004962	LOC121860175	LOC136446257	CG3760	LOC135682091	LOC106881803	LOC110460757	LOC100184892	LOC129981634
OG0004963	LOC121860177	LOC136430907	5PtaseI	LOC135696251	LOC106877914	LOC110460473	LOC100178482	LOC129956459
OG0004964	LOC121860190	LOC136437340	sty	LOC135695830	LOC106875828	LOC110459203	LOC100179914	LOC129958143
OG0004965	LOC121860199	LOC136421415	ArfGAP3	LOC135680914	LOC106881471	LOC110451586	arfgap-10	LOC129968659
OG0004966	LOC121860214	LOC136433401	Pnn	LOC135685770	LOC106881878	LOC110461446	LOC100175896	LOC129962692
OG0004967	LOC121860339	LOC136427707	NiPp1	LOC135689269	LOC106875745	LOC110446924	LOC100182616	LOC129966825
OG0004968	LOC121860340	LOC136428702	SsRbeta	LOC135687401	LOC106869478	LOC110456354	LOC100180057	LOC129989106
OG0004969	LOC121860342	LOC136428028	Oseg2	LOC135689253	LOC106873882	LOC110466104	LOC100175077	LOC129983925
OG0004970	LOC121860344	LOC136431121	prel	LOC135681519	LOC106874977	LOC110455412	LOC100179114	LOC129972321
OG0004971	LOC121860349	LOC136437421	CG5934	LOC135686096	LOC128251217	LOC110445783	LOC100179621	LOC129959127
OG0004972	LOC121860352	LOC136438184	mTerf3	LOC135687406	LOC106876646	LOC110443523	LOC100183014	LOC129966996
OG0004974	LOC121860397	LOC136428332	mRpS30	LOC135687468	LOC106870261	LOC110460203	LOC100181661	LOC129971673
OG0004975	LOC121860403	LOC136424196	CG5181	LOC135681311	LOC106868799	LOC110446091	LOC100185276	LOC129969120
OG0004976	LOC121860423	LOC136423081	Ccm3	LOC135684913	LOC106882772	LOC110453786	LOC100176205	LOC129971958
OG0004977	LOC121860429	LOC136445861	lili	LOC135682639	LOC106882103	LOC110450396	LOC100179615	LOC129960936
OG0004978	LOC121860490	LOC136431963	GEFmeso	LOC135681251	LOC106873757	LOC110447429	LOC100184701	LOC129972637
OG0004979	LOC121860492	LOC136427601	HDAC1	LOC135689097	LOC106878991	LOC110457536	LOC100186761	LOC129963053
OG0004980	LOC121860513	LOC136433290	l_2_dtl	LOC135691352	LOC106872475	LOC110457040	LOC100181916	LOC129984323
OG0004981	LOC121860514	LOC136448473	CG4074	LOC135684948	LOC106883425	LOC110447781	LOC100186572	LOC129968675
OG0004982	LOC121860535	LOC136422749	TfIIFbeta	LOC135684896	LOC106882034	LOC110452114	LOC100179943	LOC129971531
OG0004983	LOC121860558	LOC136441232	Vav	LOC135694181	LOC106879297	LOC110466438	LOC100177259	LOC129963149
OG0004984	LOC121860578	LOC136428154	geminin	LOC135695724	LOC106867855	LOC110456603	LOC100184902	LOC129970668
OG0004985	LOC121860580	LOC136438396	LRR	LOC135691126	LOC106880055	LOC110447620	LOC100184810	LOC129983563
OG0004986	LOC121860581	LOC136444669	CG3356	LOC135694907	LOC106872940	LOC110440640	LOC100175741	LOC129957459
OG0004987	LOC121860582	LOC136433542	Sec23	LOC135694575	LOC106881198	LOC110467230	LOC100183335	LOC129980508
OG0004988	LOC121860584	LOC136439035	csul	LOC135690669	LOC106882157	LOC110443758	LOC100186564	LOC129988170
OG0004989	LOC121860585	LOC136435371	Cerk	LOC135692706	LOC106884171	LOC110457812	LOC100178612	LOC129965630
OG0004990	LOC121860587	LOC136442577	Sin1	LOC135692437	LOC106868855	LOC110464421	LOC100179314	LOC129980577
OG0004991	LOC121860589	LOC136430670	CSN4	LOC135682599	LOC106878970	LOC110467027	LOC100183592	LOC129963990
OG0004992	LOC121860591	LOC136448058	mip120	LOC135682770	LOC106879905	LOC110467026	LOC100175095	LOC129963835
OG0004993	LOC121860595	LOC136441451	CG5116	LOC135681018	LOC106871025	LOC110465942	LOC100184445	LOC129976669
OG0004994	LOC121860599	LOC136432510	Bx42	LOC135689715	LOC106879519	LOC110447988	LOC100183284	LOC129980969
OG0004995	LOC121860600	LOC136446303	Dgk	LOC135681960	LOC106879787	LOC110460777	LOC100186772	LOC129984733
OG0004997	LOC121860614	LOC136440353	MED15	LOC135696185	LOC106872996	LOC110458793	LOC100176244	LOC129963100
OG0004998	LOC121860617	LOC136434740	Atg7	LOC135686758	LOC106880300	LOC110443348	LOC100176035	LOC129983966
OG0004999	LOC121860619	LOC136447507	CG34195	LOC135682668	LOC106879037	LOC110461196	LOC100181090	LOC129957540
OG0005000	LOC121860622	LOC136425439	Spt5	LOC135696729	LOC106881540	LOC110448418	LOC100178802	LOC129975677
OG0005001	LOC121860631	LOC136427435	su_sable	LOC135681050	LOC106882725	LOC110448419	ci-zf_c3h_-7	LOC129975694
