AnnotationType	ProteinID	OrganismShortName	SpeciesGroup	GeneGroup	ProteinLen
annotated	hawaiianCrow__MAFA__XP_048143014.1	hawaiianCrow	bird	MAFA	
annotated	honeyguide__MAFA__XP_054241450.1	honeyguide	bird	MAFA	
annotated	hoodedCrow__MAFA__XP_039406043.1	hoodedCrow	bird	MAFA	
annotated	littleOwl__MAFA__XP_074754432.1	littleOwl	bird	MAFA	
annotated	mallardDuck__MAFA__XP_027308589.1	mallardDuck	bird	MAFA	
annotated	mousebird__MAFA__XP_010203193.2	mousebird	bird	MAFA	
annotated	ostrich__MAFA__XP_068789949.1	ostrich	bird	MAFA	
annotated	peregrineFalcon__MAFA__XP_005235862.2	peregrineFalcon	bird	MAFA	
annotated	pigeon__MAFA__XP_064910682.1	pigeon	bird	MAFA	
annotated	quail__MAFA__XP_015711959.1	quail	bird	MAFA	
annotated	sparrowHawk__gene_ENSANIG00000009040__ENSANIP00000013306	sparrowHawk	bird	MAFA	
annotated	tawnyOwl__MAFA__XP_074685104.1	tawnyOwl	bird	MAFA	
annotated	uralOwl__MAFA__XP_074745166.1	uralOwl	bird	MAFA	
annotated	whiteWagtail__MAFA__XP_037985746.1	whiteWagtail	bird	MAFA	
annotated	zebrafinch__MAFA__XP_030122661.1	zebrafinch	bird	MAFA	
annotated	barnOwl__MAFB__XP_032859530.2	barnOwl	bird	MAFB	
annotated	budgerigar__MAFB__XP_030903509.1	budgerigar	bird	MAFB	
annotated	canary__MAFB__XP_009091206.1	canary	bird	MAFB	
annotated	chicken__MAFB__NP_001026023.1	chicken	bird	MAFB	
annotated	commonBuzzard__MAFB__XP_074915426.1	commonBuzzard	bird	MAFB	
annotated	commonKestrel__gene_ENSFTIG00000008212__ENSFTIP00000012252	commonKestrel	bird	MAFB	
annotated	eagleOwl__gene_ENSBOBG00000006688__ENSBOBP00000010424	eagleOwl	bird	MAFB	
annotated	emu__MAFB__XP_025948812.1	emu	bird	MAFB	
annotated	goldenEagle__MAFB__XP_029866112.1	goldenEagle	bird	MAFB	
annotated	gosHwak__MAFB__XP_049672993.1	gosHwak	bird	MAFB	
annotated	harpyEagle__MAFB__XP_052645446.1	harpyEagle	bird	MAFB	
annotated	hawaiianCrow__MAFB__XP_048178000.1	hawaiianCrow	bird	MAFB	
annotated	honeyguide__MAFB__XP_054247952.1	honeyguide	bird	MAFB	
annotated	hoodedCrow__MAFB__XP_010395328.1	hoodedCrow	bird	MAFB	
annotated	littleOwl__MAFB__XP_074776558.1	littleOwl	bird	MAFB	
annotated	mallardDuck__MAFB__XP_005012103.1	mallardDuck	bird	MAFB	
annotated	mousebird__MAFB__XP_061864958.1	mousebird	bird	MAFB	
annotated	ostrich__MAFB__XP_009669433.1	ostrich	bird	MAFB	
annotated	peregrineFalcon__MAFB__XP_005235943.1	peregrineFalcon	bird	MAFB	
annotated	pigeon__MAFB__XP_005502756.1	pigeon	bird	MAFB	
annotated	quail__MAFB__XP_015736936.1	quail	bird	MAFB	
annotated	sparrowHawk__gene_ENSANIG00000007633__ENSANIP00000011272	sparrowHawk	bird	MAFB	
annotated	tawnyOwl__MAFB__XP_074699417.1	tawnyOwl	bird	MAFB	
annotated	uralOwl__MAFB__XP_074744481.1	uralOwl	bird	MAFB	
annotated	whiteWagtail__MAFB__XP_038015228.1	whiteWagtail	bird	MAFB	
annotated	zebrafinch__MAFB__XP_072773087.1	zebrafinch	bird	MAFB	
annotated	barnOwl__MAFF__XP_042648826.1	barnOwl	bird	MAFF	
annotated	budgerigar__MAFF__XP_033918644.1	budgerigar	bird	MAFF	
annotated	canary__MAFF__XP_009084748.1	canary	bird	MAFF	
annotated	chicken__MAFF__XP_046760163.1	chicken	bird	MAFF	
annotated	commonBuzzard__MAFF__XP_074907107.1	commonBuzzard	bird	MAFF	
annotated	commonKestrel__gene_ENSFTIG00000014670__ENSFTIP00000022774	commonKestrel	bird	MAFF	
annotated	eagleOwl__gene_ENSBOBG00000006606__ENSBOBP00000010285	eagleOwl	bird	MAFF	
annotated	emu__MAFF__XP_025957942.2	emu	bird	MAFF	
annotated	goldenEagle__MAFF__XP_029896324.1	goldenEagle	bird	MAFF	
annotated	gosHwak__MAFF__XP_049677759.1	gosHwak	bird	MAFF	
annotated	harpyEagle__MAFF__XP_052646533.1	harpyEagle	bird	MAFF	
annotated	hawaiianCrow__MAFF__XP_048158218.1	hawaiianCrow	bird	MAFF	
annotated	honeyguide__MAFF__XP_054242609.1	honeyguide	bird	MAFF	
annotated	hoodedCrow__MAFF__XP_039427476.1	hoodedCrow	bird	MAFF	
annotated	littleOwl__MAFF__XP_074758587.1	littleOwl	bird	MAFF	
annotated	mallardDuck__MAFF__XP_027306343.1	mallardDuck	bird	MAFF	
annotated	mousebird__MAFF__XP_061868468.1	mousebird	bird	MAFF	
annotated	ostrich__MAFF__XP_068798295.1	ostrich	bird	MAFF	
annotated	peregrineFalcon__MAFF__XP_055665148.1	peregrineFalcon	bird	MAFF	
annotated	pigeon__MAFF__XP_064903426.1	pigeon	bird	MAFF	
annotated	quail__MAFF__XP_015718579.1	quail	bird	MAFF	
annotated	tawnyOwl__MAFF__XP_074682748.1	tawnyOwl	bird	MAFF	
annotated	uralOwl__MAFF__XP_074727268.1	uralOwl	bird	MAFF	
annotated	whiteWagtail__MAFF__XP_038009455.1	whiteWagtail	bird	MAFF	
annotated	zebrafinch__MAFF__XP_030118873.1	zebrafinch	bird	MAFF	
annotated	barnOwl__MAFG__XP_032857737.1	barnOwl	bird	MAFG	
annotated	budgerigar__MAFG__XP_033923786.1	budgerigar	bird	MAFG	
annotated	canary__MAFG__XP_030087135.1	canary	bird	MAFG	
annotated	chicken__MAFG__XP_015150912.1	chicken	bird	MAFG	
annotated	commonBuzzard__MAFG__XP_074900176.1	commonBuzzard	bird	MAFG	
annotated	commonKestrel__gene_ENSFTIG00000000206__ENSFTIP00000000282	commonKestrel	bird	MAFG	
annotated	eagleOwl__gene_ENSBOBG00000014112__ENSBOBP00000023575	eagleOwl	bird	MAFG	
annotated	emu__MAFG__XP_064379007.1	emu	bird	MAFG	
annotated	goldenEagle__MAFG__XP_040979213.1	goldenEagle	bird	MAFG	
annotated	gosHwak__MAFG__XP_049668419.1	gosHwak	bird	MAFG	
annotated	harpyEagle__MAFG__XP_052662950.1	harpyEagle	bird	MAFG	
annotated	honeyguide__MAFG__XP_054249713.1	honeyguide	bird	MAFG	
annotated	hoodedCrow__MAFG__XP_039418133.1	hoodedCrow	bird	MAFG	
annotated	littleOwl__MAFG__XP_074778000.1	littleOwl	bird	MAFG	
annotated	mallardDuck__MAFG__XP_005011602.1	mallardDuck	bird	MAFG	
annotated	mousebird__MAFG__XP_061867004.1	mousebird	bird	MAFG	
annotated	ostrich__MAFG__XP_009667074.2	ostrich	bird	MAFG	
annotated	peregrineFalcon__MAFG__XP_055653462.1	peregrineFalcon	bird	MAFG	
annotated	pigeon__MAFG__XP_064890380.1	pigeon	bird	MAFG	
annotated	quail__MAFG__XP_015735390.1	quail	bird	MAFG	
annotated	sparrowHawk__gene_ENSANIG00000017332__ENSANIP00000025770	sparrowHawk	bird	MAFG	
annotated	tawnyOwl__MAFG__XP_074703746.1	tawnyOwl	bird	MAFG	
annotated	uralOwl__MAFG__XP_074745849.1	uralOwl	bird	MAFG	
annotated	whiteWagtail__MAFG__XP_038012979.1	whiteWagtail	bird	MAFG	
annotated	zebrafinch__MAFG__XP_030143375.1	zebrafinch	bird	MAFG	
annotated	barnOwl__MAFK__XP_032848226.1	barnOwl	bird	MAFK	
annotated	budgerigar__MAFK__XP_030901453.1	budgerigar	bird	MAFK	
annotated	canary__MAFK__XP_018771431.1	canary	bird	MAFK	
annotated	chicken__MAFK__XP_040503249.1	chicken	bird	MAFK	
annotated	commonBuzzard__MAFK__XP_074914901.1	commonBuzzard	bird	MAFK	
annotated	commonKestrel__gene_ENSFTIG00000004082__ENSFTIP00000005895	commonKestrel	bird	MAFK	
annotated	eagleOwl__gene_ENSBOBG00000007138__ENSBOBP00000011205	eagleOwl	bird	MAFK	
annotated	emu__MAFK__XP_064376262.1	emu	bird	MAFK	
annotated	goldenEagle__MAFK__XP_029857514.1	goldenEagle	bird	MAFK	
annotated	gosHwak__MAFK__XP_049647588.1	gosHwak	bird	MAFK	
annotated	harpyEagle__MAFK__XP_052628487.1	harpyEagle	bird	MAFK	
annotated	hawaiianCrow__MAFK__XP_048176356.1	hawaiianCrow	bird	MAFK	
annotated	honeyguide__MAFK__XP_054247354.1	honeyguide	bird	MAFK	
annotated	hoodedCrow__MAFK__XP_010390714.1	hoodedCrow	bird	MAFK	
annotated	littleOwl__MAFK__XP_074774914.1	littleOwl	bird	MAFK	
annotated	mallardDuck__MAFK__XP_071880198.1	mallardDuck	bird	MAFK	
annotated	mousebird__MAFK__XP_061848223.1	mousebird	bird	MAFK	
annotated	ostrich__MAFK__XP_068764117.1	ostrich	bird	MAFK	
annotated	peregrineFalcon__MAFK__XP_055660914.1	peregrineFalcon	bird	MAFK	
annotated	pigeon__MAFK__XP_064887576.1	pigeon	bird	MAFK	
annotated	quail__MAFK__XP_015732262.1	quail	bird	MAFK	
annotated	sparrowHawk__gene_ENSANIG00000015949__ENSANIP00000023462	sparrowHawk	bird	MAFK	
annotated	tawnyOwl__MAFK__XP_074697581.1	tawnyOwl	bird	MAFK	
annotated	uralOwl__MAFK__XP_074742748.1	uralOwl	bird	MAFK	
annotated	whiteWagtail__MAFK__XP_038006777.1	whiteWagtail	bird	MAFK	
annotated	zebrafinch__MAFK__XP_072792010.1	zebrafinch	bird	MAFK	
annotated	barnOwl__OTX1__XP_042651876.1	barnOwl	bird	OTX1	
annotated	budgerigar__OTX1__XP_033916893.1	budgerigar	bird	OTX1	
annotated	canary__OTX1__XP_050828896.1	canary	bird	OTX1	
annotated	chicken__OTX1__XP_015133598.2	chicken	bird	OTX1	
annotated	commonBuzzard__OTX1__XP_074892886.1	commonBuzzard	bird	OTX1	
annotated	commonKestrel__gene_ENSFTIG00000009220__ENSFTIP00000013841	commonKestrel	bird	OTX1	
annotated	emu__OTX1__XP_064366196.1	emu	bird	OTX1	
annotated	goldenEagle__OTX1__XP_029879450.1	goldenEagle	bird	OTX1	
annotated	gosHwak__OTX1__XP_049655724.1	gosHwak	bird	OTX1	
annotated	harpyEagle__OTX1__XP_052641625.1	harpyEagle	bird	OTX1	
annotated	hawaiianCrow__OTX1__XP_048155630.1	hawaiianCrow	bird	OTX1	
annotated	honeyguide__OTX1__XP_054239553.1	honeyguide	bird	OTX1	
annotated	hoodedCrow__OTX1__XP_039425961.1	hoodedCrow	bird	OTX1	
annotated	littleOwl__OTX1__XP_074783297.1	littleOwl	bird	OTX1	
annotated	mallardDuck__OTX1__XP_038032674.1	mallardDuck	bird	OTX1	
annotated	mousebird__OTX1__XP_061846423.1	mousebird	bird	OTX1	
annotated	ostrich__OTX1__XP_068792634.1	ostrich	bird	OTX1	
annotated	peregrineFalcon__OTX1__XP_027635620.2	peregrineFalcon	bird	OTX1	
annotated	pigeon__OTX1__XP_064915312.1	pigeon	bird	OTX1	
annotated	quail__OTX1__XP_015712084.1	quail	bird	OTX1	
annotated	sparrowHawk__gene_ENSANIG00000004090__ENSANIP00000005991	sparrowHawk	bird	OTX1	
annotated	tawnyOwl__OTX1__XP_074676687.1	tawnyOwl	bird	OTX1	
annotated	uralOwl__OTX1__XP_074721005.1	uralOwl	bird	OTX1	
annotated	whiteWagtail__OTX1__XP_037990010.1	whiteWagtail	bird	OTX1	
annotated	zebrafinch__OTX1__XP_030125146.3	zebrafinch	bird	OTX1	
annotated	barnOwl__OTX2__XP_042655204.1	barnOwl	bird	OTX2	
annotated	canary__OTX2__XP_009099887.1	canary	bird	OTX2	
annotated	chicken__OTX2__NP_989851.2	chicken	bird	OTX2	
annotated	commonBuzzard__OTX2__XP_074887128.1	commonBuzzard	bird	OTX2	
annotated	eagleOwl__gene_ENSBOBG00000012921__ENSBOBP00000021265	eagleOwl	bird	OTX2	
annotated	emu__OTX2__XP_064369577.1	emu	bird	OTX2	
annotated	goldenEagle__OTX2__XP_029893759.1	goldenEagle	bird	OTX2	
annotated	gosHwak__OTX2__XP_049684633.1	gosHwak	bird	OTX2	
annotated	harpyEagle__OTX2__XP_052639501.1	harpyEagle	bird	OTX2	
annotated	hawaiianCrow__OTX2__XP_048164168.1	hawaiianCrow	bird	OTX2	
annotated	honeyguide__OTX2__XP_054256273.1	honeyguide	bird	OTX2	
annotated	hoodedCrow__OTX2__XP_039408898.1	hoodedCrow	bird	OTX2	
annotated	littleOwl__OTX2__XP_074765007.1	littleOwl	bird	OTX2	
annotated	mallardDuck__OTX2__XP_027315034.1	mallardDuck	bird	OTX2	
annotated	ostrich__OTX2__XP_009668952.1	ostrich	bird	OTX2	
annotated	peregrineFalcon__OTX2__XP_055649825.1	peregrineFalcon	bird	OTX2	
annotated	pigeon__OTX2__XP_064919169.1	pigeon	bird	OTX2	
annotated	quail__OTX2__XP_015721371.1	quail	bird	OTX2	
annotated	tawnyOwl__OTX2__XP_074677150.1	tawnyOwl	bird	OTX2	
annotated	uralOwl__OTX2__XP_074725217.1	uralOwl	bird	OTX2	
annotated	whiteWagtail__OTX2__XP_037994591.1	whiteWagtail	bird	OTX2	
annotated	zebrafinch__OTX2__XP_030131074.1	zebrafinch	bird	OTX2	
annotated	budgerigar__OTX2__XP_033918106.1	budgerigar	bird	CRX	
annotated	commonBuzzard__LOC142026825__XP_074876327.1	commonBuzzard	bird	CRX	
annotated	eagleOwl__gene_ENSBOBG00000007943__ENSBOBP00000012515	eagleOwl	bird	CRX	
annotated	emu__LOC135325254__XP_064359194.1	emu	bird	CRX	
annotated	gosHwak__LOC126037476__XP_049653753.1	gosHwak	bird	CRX	
annotated	harpyEagle__LOC128138109__XP_052635385.1	harpyEagle	bird	CRX	
annotated	hawaiianCrow__LOC125334224__XP_048176825.1	hawaiianCrow	bird	CRX	
annotated	hoodedCrow__CRX__XP_039428352.1	hoodedCrow	bird	CRX	
annotated	littleOwl__CRX__XP_074786787.1	littleOwl	bird	CRX	
annotated	mallardDuck__LOC140000269__XP_071886214.1	mallardDuck	bird	CRX	
annotated	mousebird__OTX2__XP_061854290.1	mousebird	bird	CRX	
annotated	ostrich__CRX__XP_068766418.1	ostrich	bird	CRX	
annotated	pigeon__LOC102094696__XP_064900299.1	pigeon	bird	CRX	
annotated	sparrowHawk__gene_ENSANIG00000015598__ENSANIP00000022914	sparrowHawk	bird	CRX	
annotated	sparrowHawk__gene_ENSANIG00000016085__ENSANIP00000023696	sparrowHawk	bird	CRX	
annotated	sparrowHawk__gene_ENSANIG00000017996__ENSANIP00000026851	sparrowHawk	bird	CRX	
annotated	uralOwl__LOC141938950__XP_074714081.1	uralOwl	bird	CRX	
annotated	zebrafinch__CRX__XP_072777012.1	zebrafinch	bird	CRX	
annotated	americanAlligator__MAF__XP_059569876.1	americanAlligator	reptile	CMAF	
annotated	beardedDragon__MAF__XP_020657363.1	beardedDragon	reptile	CMAF	
annotated	brownAnole__MAF__XP_060644362.2	brownAnole	reptile	CMAF	
annotated	chineseAlligator__LOC102381322__XP_025066811.1	chineseAlligator	reptile	CMAF	
annotated	cornSnake__MAF__XP_034281304.1	cornSnake	reptile	CMAF	
annotated	garterSnake__LOC106551874__XP_013925512.1	garterSnake	reptile	CMAF	
annotated	greenAnole__maf__XP_008112130.2	greenAnole	reptile	CMAF	
annotated	greenTurtle__MAF__XP_043381875.1	greenTurtle	reptile	CMAF	
annotated	groundBoa__MAF__XP_063169066.1	groundBoa	reptile	CMAF	
annotated	japaneseGecko__MAF__XP_015285014.1	japaneseGecko	reptile	CMAF	
annotated	python__LOC103049108__XP_025027841.1	python	reptile	CMAF	
annotated	redTurtle__MAF__XP_034643984.1	redTurtle	reptile	CMAF	
annotated	sandLizard__MAF__XP_033013070.1	sandLizard	reptile	CMAF	
annotated	americanAlligator__MAFA__XP_006262735.1	americanAlligator	reptile	MAFA	
annotated	beardedDragon__MAFA__XP_020669048.1	beardedDragon	reptile	MAFA	
annotated	brownAnole__MAFA__XP_060631969.2	brownAnole	reptile	MAFA	
annotated	chineseAlligator__MAFA__XP_006039548.2	chineseAlligator	reptile	MAFA	
annotated	cornSnake__MAFA__XP_034275836.1	cornSnake	reptile	MAFA	
annotated	garterSnake__MAFA__XP_013917130.1	garterSnake	reptile	MAFA	
annotated	greenAnole__mafa__XP_062835983.1	greenAnole	reptile	MAFA	
annotated	greenTurtle__MAFA__XP_043394915.1	greenTurtle	reptile	MAFA	
annotated	groundBoa__MAFA__XP_063156075.1	groundBoa	reptile	MAFA	
annotated	japaneseGecko__MAFA__XP_015273594.1	japaneseGecko	reptile	MAFA	
annotated	redTurtle__MAFA__XP_034619612.1	redTurtle	reptile	MAFA	
annotated	sandLizard__MAFA__XP_033011850.1	sandLizard	reptile	MAFA	
annotated	americanAlligator__MAFB__XP_006265382.1	americanAlligator	reptile	MAFB	
annotated	beardedDragon__MAFB__XP_020644911.1	beardedDragon	reptile	MAFB	
annotated	brownAnole__MAFB__XP_060628215.2	brownAnole	reptile	MAFB	
annotated	chineseAlligator__MAFB__XP_006016713.1	chineseAlligator	reptile	MAFB	
annotated	cornSnake__MAFB__XP_034269821.1	cornSnake	reptile	MAFB	
annotated	garterSnake__MAFB__XP_013914637.1	garterSnake	reptile	MAFB	
annotated	greenAnole__mafb__XP_008115790.2	greenAnole	reptile	MAFB	
annotated	greenTurtle__MAFB__XP_037771984.1	greenTurtle	reptile	MAFB	
annotated	groundBoa__MAFB__XP_063153241.1	groundBoa	reptile	MAFB	
annotated	japaneseGecko__MAFB__XP_015260977.1	japaneseGecko	reptile	MAFB	
annotated	python__MAFB__XP_015744577.1	python	reptile	MAFB	
annotated	redTurtle__MAFB__XP_034643486.1	redTurtle	reptile	MAFB	
annotated	sandLizard__MAFB__XP_033009283.1	sandLizard	reptile	MAFB	
annotated	americanAlligator__NRL__XP_059586442.1	americanAlligator	reptile	NRL	
annotated	beardedDragon__NRL__XP_020664985.1	beardedDragon	reptile	NRL	
annotated	brownAnole__NRL__XP_060635977.1	brownAnole	reptile	NRL	
annotated	chineseAlligator__NRL__XP_014381666.2	chineseAlligator	reptile	NRL	
annotated	cornSnake__NRL__XP_060540776.1	cornSnake	reptile	NRL	
annotated	garterSnake__LOC106552296__XP_013926010.1	garterSnake	reptile	NRL	
annotated	greenAnole__nrl__XP_062814062.1	greenAnole	reptile	NRL	
annotated	greenTurtle__NRL__XP_037733020.2	greenTurtle	reptile	NRL	
annotated	groundBoa__NRL__XP_063157679.1	groundBoa	reptile	NRL	
annotated	japaneseGecko__NRL__XP_015269140.1	japaneseGecko	reptile	NRL	
annotated	python__NRL__XP_007437369.1	python	reptile	NRL	
annotated	sandLizard__NRL__XP_033026288.1	sandLizard	reptile	NRL	
annotated	americanAlligator__MAFF__XP_059582394.1	americanAlligator	reptile	MAFF	
annotated	beardedDragon__MAFF__XP_020643246.1	beardedDragon	reptile	MAFF	
annotated	brownAnole__MAFF__XP_060633020.1	brownAnole	reptile	MAFF	
annotated	chineseAlligator__MAFF__XP_014378316.1	chineseAlligator	reptile	MAFF	
annotated	cornSnake__MAFF__XP_034259519.1	cornSnake	reptile	MAFF	
annotated	garterSnake__MAFF__XP_013910419.1	garterSnake	reptile	MAFF	
annotated	greenAnole__maff__XP_003227196.2	greenAnole	reptile	MAFF	
annotated	greenTurtle__MAFF__XP_043399227.1	greenTurtle	reptile	MAFF	
annotated	groundBoa__MAFF__XP_063164167.1	groundBoa	reptile	MAFF	
annotated	japaneseGecko__MAFF__XP_015274659.1	japaneseGecko	reptile	MAFF	
annotated	python__MAFF__XP_025025777.1	python	reptile	MAFF	
annotated	redTurtle__MAFF__XP_034632554.1	redTurtle	reptile	MAFF	
annotated	sandLizard__MAFF__XP_033018043.1	sandLizard	reptile	MAFF	
annotated	americanAlligator__MAFG__XP_006270717.1	americanAlligator	reptile	MAFG	
annotated	beardedDragon__MAFG__XP_020670010.1	beardedDragon	reptile	MAFG	
annotated	brownAnole__MAFG__XP_060620842.1	brownAnole	reptile	MAFG	
annotated	chineseAlligator__MAFG__XP_006038228.1	chineseAlligator	reptile	MAFG	
annotated	cornSnake__MAFG__XP_034268786.1	cornSnake	reptile	MAFG	
annotated	garterSnake__MAFG__XP_013916963.1	garterSnake	reptile	MAFG	
annotated	greenAnole__mafg__XP_008102792.1	greenAnole	reptile	MAFG	
annotated	greenTurtle__MAFG__XP_037770029.1	greenTurtle	reptile	MAFG	
annotated	groundBoa__MAFG__XP_063149356.1	groundBoa	reptile	MAFG	
annotated	japaneseGecko__MAFG__XP_015275850.1	japaneseGecko	reptile	MAFG	
annotated	python__MAFG__XP_007427839.1	python	reptile	MAFG	
annotated	redTurtle__MAFG__XP_034645930.1	redTurtle	reptile	MAFG	
annotated	sandLizard__MAFG__XP_032994994.1	sandLizard	reptile	MAFG	
annotated	americanAlligator__MAFK__XP_019350258.2	americanAlligator	reptile	MAFK	
annotated	beardedDragon__MAFK__XP_020659950.1	beardedDragon	reptile	MAFK	
annotated	brownAnole__LOC132782144__XP_060642834.2	brownAnole	reptile	MAFK	
annotated	brownAnole__LOC137095487__XP_067318314.1	brownAnole	reptile	MAFK	
annotated	chineseAlligator__MAFK__XP_025068149.1	chineseAlligator	reptile	MAFK	
annotated	cornSnake__MAFK__XP_034297459.1	cornSnake	reptile	MAFK	
annotated	garterSnake__MAFK__XP_013916685.1	garterSnake	reptile	MAFK	
annotated	greenAnole__mafk__XP_008116599.1	greenAnole	reptile	MAFK	
annotated	greenTurtle__MAFK__XP_007065416.2	greenTurtle	reptile	MAFK	
annotated	groundBoa__MAFK__XP_063170913.1	groundBoa	reptile	MAFK	
annotated	japaneseGecko__MAFK__XP_015276628.1	japaneseGecko	reptile	MAFK	
annotated	python__MAFK__XP_007442315.1	python	reptile	MAFK	
annotated	redTurtle__MAFK__XP_034638928.1	redTurtle	reptile	MAFK	
annotated	sandLizard__MAFK__XP_033022525.1	sandLizard	reptile	MAFK	
annotated	americanAlligator__OTX1__XP_019356250.2	americanAlligator	reptile	OTX1	
annotated	beardedDragon__OTX1__XP_020646291.1	beardedDragon	reptile	OTX1	
annotated	brownAnole__OTX1__XP_067325612.1	brownAnole	reptile	OTX1	
annotated	cornSnake__OTX1__XP_060545338.1	cornSnake	reptile	OTX1	
annotated	garterSnake__OTX1__XP_013919834.1	garterSnake	reptile	OTX1	
annotated	greenAnole__otx1__XP_062815107.1	greenAnole	reptile	OTX1	
annotated	greenTurtle__OTX1__XP_037752009.1	greenTurtle	reptile	OTX1	
annotated	groundBoa__OTX1__XP_063147491.1	groundBoa	reptile	OTX1	
annotated	japaneseGecko__LOC107107343__XP_015263117.1	japaneseGecko	reptile	OTX1	
annotated	python__LOC103067230__XP_025022551.1	python	reptile	OTX1	
annotated	redTurtle__OTX1__XP_034622837.1	redTurtle	reptile	OTX1	
annotated	sandLizard__OTX1__XP_033001507.1	sandLizard	reptile	OTX1	
annotated	americanAlligator__OTX2__XP_019335474.1	americanAlligator	reptile	OTX2	
annotated	beardedDragon__OTX2__XP_020658164.1	beardedDragon	reptile	OTX2	
annotated	brownAnole__OTX2__XP_067319192.1	brownAnole	reptile	OTX2	
annotated	chineseAlligator__OTX2__XP_014372934.1	chineseAlligator	reptile	OTX2	
annotated	cornSnake__OTX2__XP_034289343.1	cornSnake	reptile	OTX2	
annotated	garterSnake__LOC106538813__XP_013908912.1	garterSnake	reptile	OTX2	
annotated	garterSnake__LOC106538819__XP_013908919.1	garterSnake	reptile	OTX2	
annotated	greenAnole__otx2__XP_062824717.1	greenAnole	reptile	OTX2	
annotated	greenTurtle__OTX2__XP_043405691.1	greenTurtle	reptile	OTX2	
annotated	groundBoa__OTX2__XP_063150066.1	groundBoa	reptile	OTX2	
annotated	japaneseGecko__OTX2__XP_015262914.1	japaneseGecko	reptile	OTX2	
annotated	python__OTX2__XP_007422992.1	python	reptile	OTX2	
annotated	redTurtle__OTX2__XP_034626473.1	redTurtle	reptile	OTX2	
annotated	sandLizard__OTX2__XP_033024617.1	sandLizard	reptile	OTX2	
annotated	americanAlligator__LOC102576692__XP_006265011.1	americanAlligator	reptile	CRX	
annotated	beardedDragon__LOC110088518__XP_020666511.1	beardedDragon	reptile	CRX	
annotated	brownAnole__LOC132780209__XP_060639772.1	brownAnole	reptile	CRX	
annotated	brownAnole__LOC137095319__XP_067317913.1	brownAnole	reptile	CRX	
annotated	chineseAlligator__LOC102370507__XP_025049174.1	chineseAlligator	reptile	CRX	
annotated	cornSnake__LOC117677699__XP_034293968.1	cornSnake	reptile	CRX	
annotated	garterSnake__LOC106555201__XP_013929460.1	garterSnake	reptile	CRX	
annotated	greenAnole__LOC100559672__XP_062818439.1	greenAnole	reptile	CRX	
annotated	greenTurtle__CRX__XP_037740430.1	greenTurtle	reptile	CRX	
annotated	groundBoa__LOC134503250__XP_063168066.1	groundBoa	reptile	CRX	
annotated	japaneseGecko__LOC107121371__XP_015279773.1	japaneseGecko	reptile	CRX	
annotated	python__CRX__XP_007427043.1	python	reptile	CRX	
annotated	redTurtle__CRX__XP_034648312.1	redTurtle	reptile	CRX	
annotated	sandLizard__LOC117052044__XP_033014662.1	sandLizard	reptile	CRX	
annotated	africanFrog__maf.L__XP_041446090.1	africanFrog	fish	CMAF	
annotated	africanFrog__maf.S__XP_041417067.1	africanFrog	fish	CMAF	
annotated	axolotl__MAF__XP_069508968.1	axolotl	fish	CMAF	
annotated	bambooShark__mafa__XP_072451968.1	bambooShark	fish	CMAF	
annotated	catshark__mafa__XP_072373938.1	catshark	fish	CMAF	
annotated	coelacanth__LOC102348657__XP_014344902.1	coelacanth	fish	CMAF	
annotated	himalayaFrog__MAF__XP_018411242.1	himalayaFrog	fish	CMAF	
annotated	lungfish__MAF__XP_043937739.1	lungfish	fish	CMAF	
annotated	redStingray__LOC140740842__XP_072926494.1	redStingray	fish	CMAF	
annotated	spottedGar__mafa__XP_006641197.2	spottedGar	fish	CMAF	
annotated	tinyCaecilian__MAF__XP_030060362.1	tinyCaecilian	fish	CMAF	
annotated	twolinedCaecilian__MAF__XP_029464021.1	twolinedCaecilian	fish	CMAF	
annotated	westernFrog__maf__NP_001027476.1	westernFrog	fish	CMAF	
annotated	whaleShark__mafa__XP_048462041.1	whaleShark	fish	CMAF	
annotated	zebraShark__LOC125460078__XP_048403134.2	zebraShark	fish	CMAF	
annotated	africanFrog__mafa.L__XP_018123804.1	africanFrog	fish	MAFA	
annotated	africanFrog__mafa.S__XP_018079484.1	africanFrog	fish	MAFA	
annotated	axolotl__MAFA__XP_069477854.1	axolotl	fish	MAFA	
annotated	bambooShark__mafaa__XP_072426116.1	bambooShark	fish	MAFA	
annotated	catshark__mafaa__XP_072324324.1	catshark	fish	MAFA	
annotated	coelacanth__MAFAA__XP_006007664.1	coelacanth	fish	MAFA	
annotated	himalayaFrog__MAFA__XP_018414465.1	himalayaFrog	fish	MAFA	
annotated	lungfish__MAFA__XP_043923271.1	lungfish	fish	MAFA	
annotated	redStingray__mafaa__XP_072904721.1	redStingray	fish	MAFA	
annotated	spottedGar__mafaa__XP_069047236.1	spottedGar	fish	MAFA	
annotated	tinyCaecilian__MAFA__XP_030075691.1	tinyCaecilian	fish	MAFA	
annotated	twolinedCaecilian__MAFA__XP_029448037.1	twolinedCaecilian	fish	MAFA	
annotated	westernFrog__mafa__NP_001027475.1	westernFrog	fish	MAFA	
annotated	whaleShark__LOC109920499__XP_020376119.1	whaleShark	fish	MAFA	
annotated	zebraShark__mafaa__XP_048385419.1	zebraShark	fish	MAFA	
annotated	africanFrog__mafb.L__XP_018090693.1	africanFrog	fish	MAFB	
annotated	africanFrog__mafb.S__NP_001083852.1	africanFrog	fish	MAFB	
